"","X","nugget_id","nugget_page_loaded_ms","upworthy_loaded_ms","facebook_loaded_ms","youtube_loaded_ms","new_visitor","device_type","bounced","quick_exit_status","quick_exit_10","quick_exit_30","yt_video","load_all","max_load_time","log_max_load_time","max_load_time_capped","bounced_num","quick_exit_10_num","quick_exit_30_num"
"6466",6466,"550a0d356235630024880000",3550,4363,5183,17554,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",17554,9.77303712315206,17554,1,0,0
"6467",6467,"550a0d356235630024880000",1801,1807,14563,17807,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",17807,9.78734691740132,17807,1,0,0
"6468",6468,"5525c0b5646532002c380000",2282,2292,4545,10489,"New","Tablet","Yes","exited_lt_10","Exited","Exited","Yes","Load",10489,9.2580823679616,10489,1,1,1
"6469",6469,"550a0d356235630024880000",3624,3638,6644,11602,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",11602,9.35893277602601,11602,1,0,0
"6470",6470,"5525c0b5646532002c380000",2314,2318,3010,NA,"New","Desktop","Yes","exited_lt_10","Exited","Exited","Yes","No_Load",NA,NA,NA,1,1,1
"6471",6471,"550a0d356235630024880000",2981,4655,5744,NA,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"6472",6472,"5525c0b5646532002c380000",5343,5380,9453,14123,"Returning","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","Load",14123,9.55555995306906,14123,1,0,1
"6473",6473,"550a0d356235630024880000",3017,3663,9109,13729,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",13729,9.52726566289761,13729,1,0,0
"6474",6474,"5525c0b5646532002c380000",21811,22782,37938,45894,"New","Tablet","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",45894,10.7340896685499,35924,0,0,0
"6475",6475,"550a0d356235630024880000",6742,11381,25941,28425,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",28425,10.2550243186187,28425,1,0,0
"6476",6476,"5525c0b5646532002c380000",1498,1503,2099,8699,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",8699,9.07096335550754,8699,0,0,0
"6477",6477,"5525c0b5646532002c380000",4928,5237,10257,14839,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",14839,9.60501412900613,14839,1,0,0
"6478",6478,"5525c0b5646532002c380000",2141,2151,4163,7085,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",7085,8.86573515212478,7085,0,0,0
"6479",6479,"550a0d356235630024880000",3850,3962,6210,12058,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",12058,9.39748361904935,12058,1,0,0
"6480",6480,"550a0d356235630024880000",3901,3918,4598,33329,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",33329,10.4141831678514,33329,1,0,0
"6481",6481,"5525c0b5646532002c380000",5117,5131,11549,14965,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",14965,9.6134694202868,14965,0,0,0
"6482",6482,"5525c0b5646532002c380000",NA,NA,4387,9933,"New","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,0,0,0
"6483",6483,"5525c0b5646532002c380000",4229,4237,6234,13016,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",13016,9.47393464889887,13016,0,0,0
"6484",6484,"5525c0b5646532002c380000",NA,NA,3635,4442,"New","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,0,0,0
"6485",6485,"550a0d356235630024880000",4082,4165,7051,11267,"New","Desktop","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",11267,9.32963337816417,11267,1,0,0
"6486",6486,"5525c0b5646532002c380000",NA,NA,2527,4851,"New","Desktop","Yes","exited_lt_10","Exited","Exited","Yes","No_Load",NA,NA,NA,1,1,1
"6487",6487,"550a0d356235630024880000",3912,3918,8305,13562,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",13562,9.51502704324379,13562,1,0,0
"6488",6488,"5525c0b5646532002c380000",NA,3212,4802,8835,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,0,0,0
"6489",6489,"5525c0b5646532002c380000",2851,3482,4451,14202,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",14202,9.56113807874204,14202,0,0,0
"6490",6490,"5525c0b5646532002c380000",1397,1402,3149,5019,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",5019,8.52098598965493,5019,0,0,0
"6491",6491,"5525c0b5646532002c380000",3805,3813,4286,8860,"Returning","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","Load",8860,9.08930204359913,8860,1,0,1
"6492",6492,"5525c0b5646532002c380000",1363,1364,1556,2269,"Returning","Desktop","Yes","exited_lt_10","Exited","Exited","Yes","Load",2269,7.72709448477984,2269,1,1,1
"6493",6493,"5525c0b5646532002c380000",1073,1074,1371,2687,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",2687,7.89618060861549,2687,0,0,0
"6494",6494,"5525c0b5646532002c380000",3510,3526,4129,9577,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",9577,9.16711966952162,9577,0,0,0
"6495",6495,"5525c0b5646532002c380000",6786,6799,23892,26089,"Returning","Tablet","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",26089,10.1692690485346,26089,0,0,0
"6496",6496,"550a0d356235630024880000",12966,14439,24910,31876,"Returning","Tablet","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",31876,10.3696086545176,31876,1,0,0
"6497",6497,"5525c0b5646532002c380000",2420,2551,2969,6723,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",6723,8.81328976246904,6723,0,0,0
"6498",6498,"5525c0b5646532002c380000",5244,5702,9428,15301,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",15301,9.63567346472181,15301,1,0,0
"6499",6499,"5525c0b5646532002c380000",5894,6003,6969,16656,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",16656,9.72052579085475,16656,0,0,0
"6500",6500,"5525c0b5646532002c380000",6170,6187,7134,9819,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",9819,9.19207456316929,9819,0,0,0
"6501",6501,"5525c0b5646532002c380000",5163,5386,10738,18619,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",18619,9.83193784369605,18619,0,0,0
"6502",6502,"550a0d356235630024880000",1708,1713,3647,12338,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",12338,9.42043920976958,12338,1,0,1
"6503",6503,"5525c0b5646532002c380000",2211,2377,3785,5762,"New","Tablet","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",5762,8.65903991564447,5762,1,0,0
"6504",6504,"550a0d356235630024880000",3264,3279,5468,16464,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",16464,9.70893145807383,16464,1,0,1
"6505",6505,"550a0d356235630024880000",7463,7488,15393,19928,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",19928,9.89988105694202,19928,1,0,0
"6506",6506,"550a0d356235630024880000",2576,2589,4591,7520,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",7520,8.92532141694389,7520,1,0,0
"6507",6507,"550a0d356235630024880000",4181,4211,5218,19414,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",19414,9.87374973427217,19414,1,0,0
"6508",6508,"550a0d356235630024880000",7692,7993,24955,34962,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",34962,10.4620170363711,34962,1,0,1
"6509",6509,"5525c0b5646532002c380000",2944,2946,3246,4771,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",4771,8.47031120551611,4771,0,0,0
"6510",6510,"550a0d356235630024880000",46759,43647,63405,81108,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",81108,11.3035368788884,35924,1,0,0
"6511",6511,"550a0d356235630024880000",NA,4037,7400,8819,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"6512",6512,"5525c0b5646532002c380000",3450,3462,6665,11116,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",11116,9.31614079086239,11116,0,0,0
"6513",6513,"5525c0b5646532002c380000",3243,4742,14803,20324,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",20324,9.91955773271362,20324,1,0,1
"6514",6514,"5525c0b5646532002c380000",2738,2740,3115,4770,"New","Desktop","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",4770,8.47010158388239,4770,1,0,0
"6515",6515,"5525c0b5646532002c380000",2952,3011,5747,7959,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",7959,8.98205864280585,7959,0,0,0
"6516",6516,"5525c0b5646532002c380000",2494,2496,3571,8002,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",8002,8.98744678941718,8002,0,0,0
"6517",6517,"5525c0b5646532002c380000",19008,26929,37964,47506,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",47506,10.768611297835,35924,1,0,0
"6518",6518,"5525c0b5646532002c380000",5613,5632,14014,20380,"Returning","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","Load",20380,9.92230930677672,20380,1,0,1
"6519",6519,"5525c0b5646532002c380000",1872,1877,2768,5446,"Returning","Mobile","Yes","exited_lt_10","Exited","Exited","Yes","Load",5446,8.60263667323371,5446,1,1,1
"6520",6520,"550a0d356235630024880000",11546,11560,36155,38440,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",38440,10.5568538630842,35924,0,0,0
"6521",6521,"550a0d356235630024880000",2866,2881,7035,15049,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",15049,9.61906682278672,15049,1,0,0
"6522",6522,"5525c0b5646532002c380000",7590,7988,10996,16770,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",16770,9.72734685481725,16770,0,0,0
"6523",6523,"5525c0b5646532002c380000",NA,NA,2148,5553,"New","Desktop","Yes","exited_lt_10","Exited","Exited","Yes","No_Load",NA,NA,NA,1,1,1
"6524",6524,"5525c0b5646532002c380000",5282,5303,12282,16431,"Returning","Tablet","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",16431,9.70692507345183,16431,0,0,0
"6525",6525,"5525c0b5646532002c380000",3740,3775,7443,9735,"Returning","Tablet","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",9735,9.1834829178063,9735,0,0,0
"6526",6526,"550a0d356235630024880000",2132,2140,5893,13459,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",13459,9.50740330623372,13459,1,0,0
"6527",6527,"550a0d356235630024880000",17539,16292,19560,NA,"Returning","Tablet","Yes","exited_lt_10","Exited","Exited","Yes","No_Load",NA,NA,NA,1,1,1
"6528",6528,"5525c0b5646532002c380000",1756,1758,2369,5723,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",5723,8.6522484224091,5723,0,0,0
"6529",6529,"5525c0b5646532002c380000",748,750,1034,2189,"Returning","Desktop","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",2189,7.69120009752286,2189,1,0,0
"6530",6530,"5525c0b5646532002c380000",5907,5917,13365,16577,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",16577,9.71577147142487,16577,0,0,0
"6531",6531,"5525c0b5646532002c380000",2865,3151,4169,8429,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",8429,9.03943341999748,8429,0,0,0
"6532",6532,"550a0d356235630024880000",1621,1626,4495,13737,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",13737,9.52784820132521,13737,1,0,0
"6533",6533,"550a0d356235630024880000",3475,NA,7412,13279,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"6534",6534,"5525c0b5646532002c380000",1273,1277,1815,12507,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",12507,9.43404376654891,12507,1,0,1
"6535",6535,"5525c0b5646532002c380000",12570,12581,33541,50341,"Returning","Mobile","Yes","exited_lt_10","Exited","Exited","Yes","Load",50341,10.8265751334106,35924,1,1,1
"6536",6536,"5525c0b5646532002c380000",7053,7062,11227,NA,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"6537",6537,"5525c0b5646532002c380000",8006,9240,17528,22931,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",22931,10.040244985891,22931,1,0,1
"6538",6538,"550a0d356235630024880000",13983,14011,NA,41978,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"6539",6539,"5525c0b5646532002c380000",6387,6540,11608,26070,"Returning","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","Load",26070,10.1685405069275,26070,1,0,1
"6540",6540,"5525c0b5646532002c380000",2096,2100,2807,5501,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",5501,8.61268517287546,5501,0,0,0
"6541",6541,"550a0d356235630024880000",16217,16279,36265,42586,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",42586,10.6592808397463,35924,1,0,0
"6542",6542,"550a0d356235630024880000",8213,8236,16171,20028,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",20028,9.90488657344983,20028,1,0,0
"6543",6543,"550a0d356235630024880000",1890,1946,3374,8511,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",8511,9.04911472347696,8511,1,0,0
"6544",6544,"550a0d356235630024880000",4179,4978,6616,15787,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",15787,9.66694209553173,15787,1,0,1
"6545",6545,"5525c0b5646532002c380000",3066,3077,8520,13902,"Returning","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","Load",13902,9.53978799366043,13902,1,0,1
"6546",6546,"550a0d356235630024880000",4897,4935,21420,24937,"Returning","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","Load",24937,10.1241079233059,24937,1,0,1
"6547",6547,"550a0d356235630024880000",4102,4529,8280,16142,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",16142,9.68917984988432,16142,1,0,1
"6548",6548,"5525c0b5646532002c380000",2731,2930,5146,8288,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",8288,9.02256396449926,8288,0,0,0
"6549",6549,"550a0d356235630024880000",1736,1742,6872,8243,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",8243,9.01711963431323,8243,0,0,0
"6550",6550,"550a0d356235630024880000",2914,2928,6844,11310,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",11310,9.33344256911017,11310,1,0,0
"6551",6551,"5525c0b5646532002c380000",3085,3090,4760,6955,"New","Mobile","No","exited_lt_10","Exited","Exited","Yes","Load",6955,8.84721610435754,6955,0,1,1
"6552",6552,"5525c0b5646532002c380000",2844,3315,4704,11674,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",11674,9.36511942576374,11674,1,0,0
"6553",6553,"5525c0b5646532002c380000",1148,1151,1672,4575,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",4575,8.42836197770962,4575,0,0,0
"6554",6554,"5525c0b5646532002c380000",1590,1593,3011,4276,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",4276,8.36077327214494,4276,0,0,0
"6555",6555,"5525c0b5646532002c380000",1469,1478,2253,NA,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"6556",6556,"5525c0b5646532002c380000",8161,8163,9014,12550,"Returning","Desktop","Yes","exited_lt_30","Stayed","Exited","Yes","Load",12550,9.43747594455993,12550,1,0,1
"6557",6557,"5525c0b5646532002c380000",8814,8825,10481,13819,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",13819,9.53379973580348,13819,0,0,0
"6558",6558,"5525c0b5646532002c380000",5756,5775,10886,15497,"New","Mobile","No","exited_lt_10","Exited","Exited","Yes","Load",15497,9.64840173578733,15497,0,1,1
"6559",6559,"550a0d356235630024880000",2196,2203,12017,13304,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",13304,9.49582002087276,13304,1,0,1
"6560",6560,"5525c0b5646532002c380000",4820,4850,7652,15534,"Returning","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","Load",15534,9.65078644897959,15534,1,0,1
"6561",6561,"5525c0b5646532002c380000",7322,7713,10226,18972,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",18972,9.85071948699747,18972,0,0,0
"6562",6562,"5525c0b5646532002c380000",4744,4870,9636,14019,"Returning","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","Load",14019,9.54816883136854,14019,1,0,1
"6563",6563,"550a0d356235630024880000",4703,4010,7166,8294,"Returning","Tablet","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",8294,9.02328764080633,8294,1,0,0
"6564",6564,"550a0d356235630024880000",6639,7285,17990,26515,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",26515,10.1854658895712,26515,0,0,0
"6565",6565,"5525c0b5646532002c380000",1795,1814,3675,5691,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",5691,8.64664125860312,5691,0,0,0
"6566",6566,"5525c0b5646532002c380000",6926,6947,19368,26983,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",26983,10.2029623170569,26983,0,0,0
"6567",6567,"5525c0b5646532002c380000",11417,11429,15469,27937,"Returning","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","Load",27937,10.237707254104,27937,1,0,1
"6568",6568,"5525c0b5646532002c380000",6675,6677,7138,30731,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",30731,10.3330271960855,30731,0,0,0
"6569",6569,"5525c0b5646532002c380000",3174,3241,4101,11605,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",11605,9.35919131870854,11605,0,0,0
"6570",6570,"5525c0b5646532002c380000",5282,5728,8256,13508,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",13508,9.51103738150546,13508,0,0,0
"6571",6571,"550a0d356235630024880000",6507,7119,11806,26800,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",26800,10.1961571664989,26800,1,0,0
"6572",6572,"5525c0b5646532002c380000",3509,3525,9036,11434,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",11434,9.34434665182392,11434,1,0,1
"6573",6573,"5525c0b5646532002c380000",1680,1875,2187,NA,"New","Tablet","Yes","exited_lt_10","Exited","Exited","Yes","No_Load",NA,NA,NA,1,1,1
"6574",6574,"550a0d356235630024880000",5803,6480,9329,13909,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",13909,9.54029139160713,13909,1,0,1
"6575",6575,"5525c0b5646532002c380000",4019,4041,8385,12225,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",12225,9.41123831434307,12225,1,0,0
"6576",6576,"5525c0b5646532002c380000",5291,5293,6132,11370,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",11370,9.33873358674458,11370,0,0,0
"6577",6577,"5525c0b5646532002c380000",1385,1388,1870,5012,"New","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",5012,8.51959031601596,5012,0,0,0
"6578",6578,"5525c0b5646532002c380000",2220,2417,3403,9527,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",9527,9.16188515170678,9527,1,0,0
"6579",6579,"5525c0b5646532002c380000",5775,5785,14833,20365,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",20365,9.92157302008251,20365,0,0,0
"6580",6580,"550a0d356235630024880000",7889,8651,21918,29675,"Returning","Tablet","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",29675,10.2980602194779,29675,1,0,0
"6581",6581,"5525c0b5646532002c380000",1363,1375,2139,3971,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",3971,8.28677323113125,3971,0,0,0
"6582",6582,"550a0d356235630024880000",1423,1430,13285,13900,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",13900,9.53964411911878,13900,1,0,0
"6583",6583,"550a0d356235630024880000",3298,3815,4660,5892,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",5892,8.68135077758252,5892,1,0,1
"6584",6584,"5525c0b5646532002c380000",2060,2905,3983,9657,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",9657,9.17543831996692,9657,0,0,0
"6585",6585,"5525c0b5646532002c380000",3245,3249,4186,7511,"New","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",7511,8.92412389168601,7511,0,0,0
"6586",6586,"5525c0b5646532002c380000",5999,6012,9955,19000,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",19000,9.85219425814858,19000,1,0,0
"6587",6587,"5525c0b5646532002c380000",5345,5430,10364,17042,"Returning","Tablet","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",17042,9.7434361643879,17042,0,0,0
"6588",6588,"5525c0b5646532002c380000",4775,4796,5598,10546,"New","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",10546,9.26350192009041,10546,0,0,0
"6589",6589,"5525c0b5646532002c380000",4864,4870,8243,12559,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",12559,9.43819281901813,12559,1,0,0
"6590",6590,"5525c0b5646532002c380000",22504,22527,NA,NA,"New","Mobile","Yes","exited_lt_10","Exited","Exited","Yes","No_Load",NA,NA,NA,1,1,1
"6591",6591,"550a0d356235630024880000",6322,8566,29646,NA,"Returning","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"6592",6592,"550a0d356235630024880000",2361,2373,4730,14022,"New","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","Load",14022,9.54838280376691,14022,1,0,1
"6593",6593,"550a0d356235630024880000",15806,15813,20918,51177,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",51177,10.8430454913486,35924,1,0,0
"6594",6594,"550a0d356235630024880000",8310,11764,29245,33020,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",33020,10.4048687174741,33020,1,0,1
"6595",6595,"550a0d356235630024880000",6704,6977,18201,24811,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",24811,10.1190423822017,24811,0,0,0
"6596",6596,"5525c0b5646532002c380000",1569,1574,2588,4942,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",4942,8.50552538654856,4942,0,0,0
"6597",6597,"550a0d356235630024880000",5361,5378,14849,22263,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",22263,10.0106813866382,22263,1,0,0
"6598",6598,"550a0d356235630024880000",9183,9207,21651,28463,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",28463,10.2563602771918,28463,1,0,0
"6599",6599,"550a0d356235630024880000",10193,11036,22271,26793,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",26793,10.195895938352,26793,1,0,0
"6600",6600,"5525c0b5646532002c380000",2624,2662,4515,7004,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",7004,8.85423669340574,7004,0,0,0
"6601",6601,"5525c0b5646532002c380000",6213,6363,9673,12386,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",12386,9.42432208149801,12386,0,0,0
"6602",6602,"550a0d356235630024880000",6341,6360,16928,22478,"Returning","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",22478,10.0202923320782,22478,1,0,0
"6603",6603,"5525c0b5646532002c380000",2193,2205,2286,9933,"Returning","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",9933,9.20361782621536,9933,0,0,0
"6604",6604,"550a0d356235630024880000",6941,7297,12622,24037,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",24037,10.0873495888487,24037,1,0,0
"6605",6605,"5525c0b5646532002c380000",NA,NA,2064,8374,"New","Desktop","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"6606",6606,"5525c0b5646532002c380000",3643,3650,5146,6980,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",6980,8.85080419575642,6980,0,0,0
"6607",6607,"5525c0b5646532002c380000",2869,3050,4080,8450,"New","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",8450,9.04192172035122,8450,0,0,0
"6608",6608,"5525c0b5646532002c380000",4604,4640,10643,9887,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",10643,9.27265767804104,10643,0,0,0
"6609",6609,"5525c0b5646532002c380000",2589,2592,3717,7173,"Returning","Desktop","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",7173,8.87807925612644,7173,0,0,0
"6610",6610,"550a0d356235630024880000",1642,1648,2822,10089,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",10089,9.21920100040838,10089,1,0,1
"6611",6611,"5525c0b5646532002c380000",2130,2645,4998,26235,"New","Tablet","Yes","exited_lt_30","Stayed","Exited","Yes","Load",26235,10.1748496761208,26235,1,0,1
"6612",6612,"5525c0b5646532002c380000",NA,NA,15388,16962,"New","Mobile","Yes","stayed_at_least_30","Stayed","Stayed","Yes","No_Load",NA,NA,NA,1,0,0
"6613",6613,"5525c0b5646532002c380000",7485,7504,17707,NA,"Returning","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","No_Load",NA,NA,NA,1,0,1
"6614",6614,"5525c0b5646532002c380000",6525,6538,9316,16712,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",16712,9.7238823032364,16712,0,0,0
"6615",6615,"5525c0b5646532002c380000",7320,7494,17530,23747,"New","Tablet","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",23747,10.0752114856948,23747,0,0,0
"6616",6616,"550a0d356235630024880000",4220,4230,7336,14453,"New","Mobile","Yes","exited_lt_30","Stayed","Exited","Yes","Load",14453,9.57865728444884,14453,1,0,1
"6617",6617,"5525c0b5646532002c380000",5780,5785,6057,7027,"New","Desktop","Yes","stayed_at_least_30","Stayed","Stayed","Yes","Load",7027,8.8575151511922,7027,1,0,0
"6618",6618,"5525c0b5646532002c380000",1501,1507,3905,7867,"New","Mobile","No","stayed_at_least_30","Stayed","Stayed","Yes","Load",7867,8.97043207432924,7867,0,0,0
